name,dates,p-dist
189303114|Influenza____2008_02_06,12,23
189303134|Influenza____2008_01_23,13,23
193084862|Influenza____2008_02_13,16,23
193084870|Influenza____2008_01_24,13,23
218218000|Influenza____2008_02_13,15,23
218875646|Influenza____2008_02_25,13,23
224027185|Influenza____2008_02_14,14,23
224417615|Influenza____2008_03_05,14,23
224993616|Influenza____2008_02_19,13,23
226954536|Influenza____2008_02_13,13,23
226955297|Influenza____2008_02_19,14,23
237688843|Influenza____2007_11_12,10,23
256386448|Influenza____2008_02_07,14,23
256386524|Influenza____2008_02_14,14,23
256386600|Influenza____2008_02_19,14,23
256386638|Influenza____2008_02_19,14,23
256387236|Influenza____2008_02_24,14,23
256387422|Influenza____2008_03_01,14,23
256387441|Influenza____2008_03_02,14,23
345525428|Influenza____2008_02_18,13,23
371537453|Influenza____2007_10_03,10,23
371538254|Influenza____2007_07_09,14,23
378577998|Influenza____2012_01_15,29,23
378578000|Influenza____2012_01_19,29,23
378578002|Influenza____2012_01_23,29,23
380709623|Influenza____2011_03_17,29,23
380709642|Influenza____2011_03_23,29,23
383280045|Influenza____2010_12_23,29,23
387965825|Influenza____2008_03_24,13,23
391882932|Influenza____2012_03_25,30,23
393711685|Influenza____2011_06_21,29,23
393711705|Influenza____2011_12_07,29,23
393711713|Influenza____2011_05_25,29,23
393711733|Influenza____2011_06_15,29,23
393711753|Influenza____2011_07_04,29,23
393711801|Influenza____2011_08_11,29,23
393711909|Influenza____2011_11_17,29,23
393711933|Influenza____2011_12_02,29,23
393712037|Influenza____2011_08_10,29,23
393712045|Influenza____2011_08_23,29,23
393712049|Influenza____2011_08_31,29,23
393712093|Influenza____2011_11_01,29,23
393712133|Influenza____2011_06_20,29,23
393712141|Influenza____2011_06_20,29,23
393712145|Influenza____2011_06_20,29,23
393712165|Influenza____2011_06_07,29,23
393712177|Influenza____2011_06_16,29,23
393712197|Influenza____2011_07_27,29,23
393712217|Influenza____2011_08_08,29,23
393712225|Influenza____2011_08_16,29,23
393712237|Influenza____2011_08_22,29,23
393712249|Influenza____2011_09_02,31,23
393712253|Influenza____2011_09_06,31,23
393712261|Influenza____2011_09_08,29,23
393712265|Influenza____2011_09_13,31,23
393712347|Influenza____2011_11_30,29,23
401716183|Influenza____2011_06_17,29,23
401716187|Influenza____2011_09_14,29,23
404425429|Influenza____2012_04_19,29,23
158188095|Influenza____2007_03_08,11,22
168828148|Influenza____2007_09_19,12,22
189303110|Influenza____2008_01_21,11,22
193888327|Influenza____2008_01_01,9,22
194294026|Influenza____2007_12_12,12,22
224022562|Influenza____2008_02_26,13,22
226954594|Influenza____2008_02_20,12,22
341610662|Influenza____2009_07_07,23,22
341865702|Influenza____2007_04_12,9,22
345525458|Influenza____2008_01_14,14,22
371537415|Influenza____2007_07_27,9,22
371537741|Influenza____2007_08_09,9,22
373428776|Influenza____2009_07_07,23,22
380708833|Influenza____2011_01_04,28,22
380709378|Influenza____2011_02_24,28,22
380709491|Influenza____2011_02_26,26,22
384236455|Influenza____2009_07_07,23,22
386436232|Influenza____2011_02_01,28,22
387374751|Influenza____2008_03_10,12,22
387535925|Influenza____2008_03_17,12,22
387535944|Influenza____2008_03_19,12,22
391882946|Influenza____2012_04_04,28,22
393711681|Influenza____2011_04_11,28,22
393711693|Influenza____2011_09_19,28,22
393711697|Influenza____2011_10_07,28,22
393711701|Influenza____2011_10_13,28,22
393711717|Influenza____2011_05_30,28,22
393711721|Influenza____2011_06_02,28,22
393711893|Influenza____2011_11_08,28,22
393711981|Influenza____2011_05_09,28,22
393711997|Influenza____2011_05_16,28,22
393712005|Influenza____2011_05_19,28,22
393712041|Influenza____2011_08_15,28,22
393712137|Influenza____2011_06_20,28,22
393712157|Influenza____2011_05_23,28,22
393712181|Influenza____2011_06_27,28,22
393712201|Influenza____2011_07_27,28,22
393712285|Influenza____2011_09_29,31,22
393712355|Influenza____2011_12_09,28,22
401715917|Influenza____2011_05_12,28,22
158188095|Influenza____2007_03_08,11,22
168828148|Influenza____2007_09_19,12,22
189303110|Influenza____2008_01_21,11,22
193888327|Influenza____2008_01_01,9,22
194294026|Influenza____2007_12_12,12,22
224022562|Influenza____2008_02_26,13,22
226954594|Influenza____2008_02_20,12,22
341610662|Influenza____2009_07_07,23,22
341865702|Influenza____2007_04_12,9,22
345525458|Influenza____2008_01_14,14,22
371537415|Influenza____2007_07_27,9,22
371537741|Influenza____2007_08_09,9,22
373428776|Influenza____2009_07_07,23,22
380708833|Influenza____2011_01_04,28,22
380709378|Influenza____2011_02_24,28,22
380709491|Influenza____2011_02_26,26,22
384236455|Influenza____2009_07_07,23,22
386436232|Influenza____2011_02_01,28,22
387374751|Influenza____2008_03_10,12,22
387535925|Influenza____2008_03_17,12,22
387535944|Influenza____2008_03_19,12,22
391882946|Influenza____2012_04_04,28,22
393711681|Influenza____2011_04_11,28,22
393711693|Influenza____2011_09_19,28,22
393711697|Influenza____2011_10_07,28,22
393711701|Influenza____2011_10_13,28,22
393711717|Influenza____2011_05_30,28,22
393711721|Influenza____2011_06_02,28,22
393711893|Influenza____2011_11_08,28,22
393711981|Influenza____2011_05_09,28,22
393711997|Influenza____2011_05_16,28,22
393712005|Influenza____2011_05_19,28,22
393712041|Influenza____2011_08_15,28,22
393712137|Influenza____2011_06_20,28,22
393712157|Influenza____2011_05_23,28,22
393712181|Influenza____2011_06_27,28,22
393712201|Influenza____2011_07_27,28,22
393712285|Influenza____2011_09_29,31,22
393712355|Influenza____2011_12_09,28,22
401715917|Influenza____2011_05_12,28,22
158188115|Influenza____2007_03_06,8,21
158188151|Influenza____2007_05_31,10,21
168828098|Influenza____2007_09_10,9,21
168828114|Influenza____2007_09_06,12,21
168828154|Influenza____2007_12_02,11,21
168828232|Influenza____2007_12_20,10,21
168828234|Influenza____2007_12_14,11,21
168828240|Influenza____2007_12_18,10,21
168828248|Influenza____2007_12_27,10,21
170181746|Influenza____2007_12_18,10,21
216960212|Influenza____2008_02_19,11,21
254564323|Influenza____2009_02_11,22,21
334189491|Influenza____2011_01_28,27,21
341865730|Influenza____2009_05_07,22,21
371537873|Influenza____2007_08_02,12,21
371540586|Influenza____2007_09_13,12,21
380708852|Influenza____2011_01_03,27,21
380708928|Influenza____2011_01_13,27,21
380708947|Influenza____2011_01_13,27,21
380709022|Influenza____2011_01_19,27,21
380709079|Influenza____2011_01_15,27,21
380709283|Influenza____2011_02_16,27,21
380709416|Influenza____2011_02_28,27,21
380709566|Influenza____2011_03_12,27,21
386436213|Influenza____2011_01_19,25,21
386683598|Influenza____2011_02_14,27,21
387390762|Influenza____2009_08_02,15,21
387535887|Influenza____2008_01_07,15,21
387535906|Influenza____2008_03_10,15,21
392357344|Influenza____2010_01_01,27,21
393711725|Influenza____2011_06_06,27,21
393711729|Influenza____2011_06_10,27,21
393711737|Influenza____2011_06_20,27,21
393711741|Influenza____2011_06_23,27,21
393711757|Influenza____2011_07_07,27,21
393711765|Influenza____2011_01_13,27,21
393711797|Influenza____2011_08_08,27,21
393711809|Influenza____2011_08_19,27,21
393711897|Influenza____2011_11_08,27,21
393711921|Influenza____2011_11_25,27,21
393711953|Influenza____2011_12_14,27,21
393711969|Influenza____2011_02_02,27,21
393711977|Influenza____2011_03_31,27,21
393711993|Influenza____2011_04_29,27,21
393712013|Influenza____2011_06_21,27,21
393712017|Influenza____2011_06_27,27,21
393712021|Influenza____2011_07_06,27,21
393712029|Influenza____2011_08_02,27,21
393712053|Influenza____2011_09_06,27,21
393712169|Influenza____2011_06_07,27,21
393712245|Influenza____2011_09_02,27,21
393712325|Influenza____2011_11_14,27,21
158188115|Influenza____2007_03_06,8,21
158188151|Influenza____2007_05_31,10,21
168828098|Influenza____2007_09_10,9,21
168828114|Influenza____2007_09_06,12,21
168828154|Influenza____2007_12_02,11,21
168828232|Influenza____2007_12_20,10,21
168828234|Influenza____2007_12_14,11,21
168828240|Influenza____2007_12_18,10,21
168828248|Influenza____2007_12_27,10,21
170181746|Influenza____2007_12_18,10,21
216960212|Influenza____2008_02_19,11,21
254564323|Influenza____2009_02_11,22,21
334189491|Influenza____2011_01_28,27,21
341865730|Influenza____2009_05_07,22,21
371537873|Influenza____2007_08_02,12,21
371540586|Influenza____2007_09_13,12,21
380708852|Influenza____2011_01_03,27,21
380708928|Influenza____2011_01_13,27,21
380708947|Influenza____2011_01_13,27,21
380709022|Influenza____2011_01_19,27,21
380709079|Influenza____2011_01_15,27,21
380709283|Influenza____2011_02_16,27,21
380709416|Influenza____2011_02_28,27,21
380709566|Influenza____2011_03_12,27,21
386436213|Influenza____2011_01_19,25,21
386683598|Influenza____2011_02_14,27,21
387390762|Influenza____2009_08_02,15,21
387535887|Influenza____2008_01_07,15,21
387535906|Influenza____2008_03_10,15,21
392357344|Influenza____2010_01_01,27,21
393711725|Influenza____2011_06_06,27,21
393711729|Influenza____2011_06_10,27,21
393711737|Influenza____2011_06_20,27,21
393711741|Influenza____2011_06_23,27,21
393711757|Influenza____2011_07_07,27,21
393711765|Influenza____2011_01_13,27,21
393711797|Influenza____2011_08_08,27,21
393711809|Influenza____2011_08_19,27,21
393711897|Influenza____2011_11_08,27,21
393711921|Influenza____2011_11_25,27,21
393711953|Influenza____2011_12_14,27,21
393711969|Influenza____2011_02_02,27,21
393711977|Influenza____2011_03_31,27,21
393711993|Influenza____2011_04_29,27,21
393712013|Influenza____2011_06_21,27,21
393712017|Influenza____2011_06_27,27,21
393712021|Influenza____2011_07_06,27,21
393712029|Influenza____2011_08_02,27,21
393712053|Influenza____2011_09_06,27,21
393712169|Influenza____2011_06_07,27,21
393712245|Influenza____2011_09_02,27,21
393712325|Influenza____2011_11_14,27,21
157281561|Influenza____2007_03_14,7,20
157368202|Influenza____2007_03_07,7,20
158187935|Influenza____2007_01_23,7,20
158188141|Influenza____2007_03_04,10,20
158188143|Influenza____2007_04_23,9,20
168828080|Influenza____2007_04_18,9,20
168828110|Influenza____2007_08_03,7,20
168828112|Influenza____2007_02_06,7,20
168828152|Influenza____2007_09_19,9,20
168828156|Influenza____2007_12_05,10,20
168828246|Influenza____2007_12_12,10,20
168828254|Influenza____2007_12_11,9,20
189231011|Influenza____2007_06_14,9,20
189303090|Influenza____2008_01_25,10,20
194293986|Influenza____2008_01_22,9,20
223995406|Influenza____2008_01_29,10,20
254564295|Influenza____2009_01_20,21,20
256387384|Influenza____2008_02_27,9,20
256387536|Influenza____2008_01_01,10,20
334181822|Influenza____2010_09_13,26,20
345525447|Influenza____2008_01_10,10,20
353469139|Influenza____2010_09_28,26,20
371537722|Influenza____2007_07_12,11,20
371537759|Influenza____2007_09_07,11,20
371540453|Influenza____2007_07_27,9,20
371542242|Influenza____2007_07_10,7,20
371542299|Influenza____2007_08_08,7,20
371542318|Influenza____2007_08_29,7,20
379318867|Influenza____2008_03_01,11,20
380709098|Influenza____2011_01_28,24,20
380709302|Influenza____2011_02_18,26,20
380709397|Influenza____2011_02_26,26,20
383279798|Influenza____2007_02_19,11,20
387355505|Influenza____2007_05_10,7,20
387366378|Influenza____2007_12_18,14,20
387535868|Influenza____2007_12_18,14,20
392357325|Influenza____2010_01_01,26,20
393711689|Influenza____2011_08_23,26,20
393711761|Influenza____2011_07_12,26,20
393711777|Influenza____2011_07_22,26,20
393711785|Influenza____2011_07_29,26,20
393711805|Influenza____2011_08_16,26,20
393712065|Influenza____2011_09_09,26,20
393712073|Influenza____2011_09_23,26,20
393712117|Influenza____2011_12_22,26,20
393712129|Influenza____2011_01_03,26,20
393712193|Influenza____2011_07_22,26,20
393712257|Influenza____2011_09_08,26,20
393712269|Influenza____2011_09_16,26,20
393712331|Influenza____2011_11_17,28,20
401716185|Influenza____2011_07_03,26,20
157281561|Influenza____2007_03_14,7,20
157368202|Influenza____2007_03_07,7,20
158187935|Influenza____2007_01_23,7,20
158188141|Influenza____2007_03_04,10,20
158188143|Influenza____2007_04_23,9,20
168828080|Influenza____2007_04_18,9,20
168828110|Influenza____2007_08_03,7,20
168828112|Influenza____2007_02_06,7,20
168828152|Influenza____2007_09_19,9,20
168828156|Influenza____2007_12_05,10,20
168828246|Influenza____2007_12_12,10,20
168828254|Influenza____2007_12_11,9,20
189231011|Influenza____2007_06_14,9,20
189303090|Influenza____2008_01_25,10,20
194293986|Influenza____2008_01_22,9,20
223995406|Influenza____2008_01_29,10,20
254564295|Influenza____2009_01_20,21,20
256387384|Influenza____2008_02_27,9,20
256387536|Influenza____2008_01_01,10,20
334181822|Influenza____2010_09_13,26,20
345525447|Influenza____2008_01_10,10,20
353469139|Influenza____2010_09_28,26,20
371537722|Influenza____2007_07_12,11,20
371537759|Influenza____2007_09_07,11,20
371540453|Influenza____2007_07_27,9,20
371542242|Influenza____2007_07_10,7,20
371542299|Influenza____2007_08_08,7,20
371542318|Influenza____2007_08_29,7,20
379318867|Influenza____2008_03_01,11,20
380709098|Influenza____2011_01_28,24,20
380709302|Influenza____2011_02_18,26,20
380709397|Influenza____2011_02_26,26,20
383279798|Influenza____2007_02_19,11,20
387355505|Influenza____2007_05_10,7,20
387366378|Influenza____2007_12_18,14,20
387535868|Influenza____2007_12_18,14,20
392357325|Influenza____2010_01_01,26,20
393711689|Influenza____2011_08_23,26,20
393711761|Influenza____2011_07_12,26,20
393711777|Influenza____2011_07_22,26,20
393711785|Influenza____2011_07_29,26,20
393711805|Influenza____2011_08_16,26,20
393712065|Influenza____2011_09_09,26,20
393712073|Influenza____2011_09_23,26,20
393712117|Influenza____2011_12_22,26,20
393712129|Influenza____2011_01_03,26,20
393712193|Influenza____2011_07_22,26,20
393712257|Influenza____2011_09_08,26,20
393712269|Influenza____2011_09_16,26,20
393712331|Influenza____2011_11_17,28,20
401716185|Influenza____2011_07_03,26,20
157281942|Influenza____2007_03_02,6,19
157282816|Influenza____2007_02_27,6,19
157368183|Influenza____2007_03_06,6,19
158187915|Influenza____2007_01_09,8,19
158187925|Influenza____2007_01_16,8,19
158187931|Influenza____2007_01_30,6,19
158187937|Influenza____2007_02_01,6,19
158188089|Influenza____2007_04_16,8,19
168828088|Influenza____2007_08_16,4,19
168828128|Influenza____2007_11_11,9,19
168828130|Influenza____2007_10_13,9,19
168828144|Influenza____2007_11_05,8,19
168828146|Influenza____2007_11_05,9,19
168828158|Influenza____2007_11_07,9,19
168828208|Influenza____2007_01_01,9,19
168828214|Influenza____2007_06_09,8,19
168828224|Influenza____2007_11_06,8,19
168828228|Influenza____2007_10_13,9,19
168828242|Influenza____2007_12_10,8,19
168828244|Influenza____2007_12_21,8,19
188076372|Influenza____2007_06_21,8,19
188076374|Influenza____2007_06_21,8,19
189303158|Influenza____2008_02_26,9,19
194293940|Influenza____2008_01_10,8,19
194352275|Influenza____2007_06_13,8,19
226955240|Influenza____2007_01_01,2,19
256386163|Influenza____2008_02_26,9,19
256386239|Influenza____2008_01_28,9,19
295441952|Influenza____2009_12_01,23,19
295441954|Influenza____2009_12_01,25,19
302182816|Influenza____2009_04_30,22,19
304373518|Influenza____2010_06_16,25,19
313757861|Influenza____2010_09_10,32,19
341610658|Influenza____2009_07_06,25,19
341610688|Influenza____2009_07_18,25,19
341610690|Influenza____2009_07_21,25,19
341610692|Influenza____2009_07_21,25,19
341610694|Influenza____2009_07_24,25,19
341610758|Influenza____2009_08_06,25,19
341865694|Influenza____2007_04_07,6,19
353469123|Influenza____2010_08_03,25,19
353469175|Influenza____2010_06_22,25,19
357973780|Influenza____2010_06_07,25,19
371538160|Influenza____2008_12_18,18,19
373428738|Influenza____2009_07_06,25,19
373429042|Influenza____2009_07_18,25,19
373429061|Influenza____2009_07_21,25,19
373429080|Influenza____2009_07_21,25,19
373429672|Influenza____2009_07_24,25,19
373430737|Influenza____2009_08_06,25,19
380709340|Influenza____2011_02_21,25,19
384236417|Influenza____2009_07_06,25,19
384236664|Influenza____2009_07_18,25,19
384236683|Influenza____2009_07_21,25,19
384236702|Influenza____2009_07_21,25,19
384236721|Influenza____2009_07_24,25,19
387535716|Influenza____2007_03_30,8,19
387535735|Influenza____2007_04_02,8,19
387535754|Influenza____2007_04_02,8,19
387535830|Influenza____2007_05_10,8,19
387535963|Influenza____2007_04_25,8,19
392356639|Influenza____2007_01_01,8,19
401715903|Influenza____2010_04_21,25,19
157281942|Influenza____2007_03_02,6,19
157282816|Influenza____2007_02_27,6,19
157368183|Influenza____2007_03_06,6,19
158187915|Influenza____2007_01_09,8,19
158187925|Influenza____2007_01_16,8,19
158187931|Influenza____2007_01_30,6,19
158187937|Influenza____2007_02_01,6,19
158188089|Influenza____2007_04_16,8,19
168828088|Influenza____2007_08_16,4,19
168828128|Influenza____2007_11_11,9,19
168828130|Influenza____2007_10_13,9,19
168828144|Influenza____2007_11_05,8,19
168828146|Influenza____2007_11_05,9,19
168828158|Influenza____2007_11_07,9,19
168828208|Influenza____2007_01_01,9,19
168828214|Influenza____2007_06_09,8,19
168828224|Influenza____2007_11_06,8,19
168828228|Influenza____2007_10_13,9,19
168828242|Influenza____2007_12_10,8,19
168828244|Influenza____2007_12_21,8,19
188076372|Influenza____2007_06_21,8,19
188076374|Influenza____2007_06_21,8,19
189303158|Influenza____2008_02_26,9,19
194293940|Influenza____2008_01_10,8,19
194352275|Influenza____2007_06_13,8,19
226955240|Influenza____2007_01_01,2,19
256386163|Influenza____2008_02_26,9,19
256386239|Influenza____2008_01_28,9,19
295441952|Influenza____2009_12_01,23,19
295441954|Influenza____2009_12_01,25,19
302182816|Influenza____2009_04_30,22,19
304373518|Influenza____2010_06_16,25,19
313757861|Influenza____2010_09_10,32,19
341610658|Influenza____2009_07_06,25,19
341610688|Influenza____2009_07_18,25,19
341610690|Influenza____2009_07_21,25,19
341610692|Influenza____2009_07_21,25,19
341610694|Influenza____2009_07_24,25,19
341610758|Influenza____2009_08_06,25,19
341865694|Influenza____2007_04_07,6,19
353469123|Influenza____2010_08_03,25,19
353469175|Influenza____2010_06_22,25,19
357973780|Influenza____2010_06_07,25,19
371538160|Influenza____2008_12_18,18,19
373428738|Influenza____2009_07_06,25,19
373429042|Influenza____2009_07_18,25,19
373429061|Influenza____2009_07_21,25,19
373429080|Influenza____2009_07_21,25,19
373429672|Influenza____2009_07_24,25,19
373430737|Influenza____2009_08_06,25,19
380709340|Influenza____2011_02_21,25,19
384236417|Influenza____2009_07_06,25,19
384236664|Influenza____2009_07_18,25,19
384236683|Influenza____2009_07_21,25,19
384236702|Influenza____2009_07_21,25,19
384236721|Influenza____2009_07_24,25,19
387535716|Influenza____2007_03_30,8,19
387535735|Influenza____2007_04_02,8,19
387535754|Influenza____2007_04_02,8,19
387535830|Influenza____2007_05_10,8,19
387535963|Influenza____2007_04_25,8,19
392356639|Influenza____2007_01_01,8,19
401715903|Influenza____2010_04_21,25,19
157281733|Influenza____2007_03_05,5,18
157282474|Influenza____2007_03_06,7,18
157282797|Influenza____2007_03_02,5,18
157282835|Influenza____2007_03_01,5,18
157282873|Influenza____2007_02_27,5,18
157829229|Influenza____2007_03_09,7,18
158187917|Influenza____2007_01_17,5,18
158187923|Influenza____2007_01_13,7,18
158188121|Influenza____2007_02_28,5,18
158188133|Influenza____2007_02_06,1,18
158188137|Influenza____2007_05_14,8,18
158188139|Influenza____2007_02_04,7,18
158188145|Influenza____2007_05_17,7,18
158453229|Influenza____2007_02_08,7,18
158524995|Influenza____2007_03_01,5,18
158957998|Influenza____2007_02_23,7,18
159149589|Influenza____2007_02_28,5,18
168828094|Influenza____2007_05_03,7,18
168828096|Influenza____2007_10_25,8,18
168828100|Influenza____2007_10_16,8,18
168828106|Influenza____2007_08_08,5,18
168828116|Influenza____2007_08_04,7,18
168828126|Influenza____2007_01_01,7,18
168828134|Influenza____2007_11_14,8,18
168828136|Influenza____2007_11_05,8,18
168828206|Influenza____2007_01_21,8,18
168828222|Influenza____2007_12_23,7,18
168828226|Influenza____2007_12_09,8,18
168828230|Influenza____2007_12_19,8,18
170181772|Influenza____2007_11_21,7,18
188076376|Influenza____2007_06_21,7,18
189231087|Influenza____2007_06_05,7,18
189409756|Influenza____2007_06_27,5,18
194293998|Influenza____2008_02_01,8,18
194304517|Influenza____2007_02_16,5,18
194352256|Influenza____2007_06_21,7,18
196123592|Influenza____2007_03_05,5,18
211593612|Influenza____2007_02_06,7,18
216960158|Influenza____2008_09_09,21,18
218217998|Influenza____2008_02_19,8,18
224021451|Influenza____2007_08_03,7,18
226954651|Influenza____2008_02_21,8,18
229433745|Influenza____2007_06_05,7,18
254564367|Influenza____2009_02_25,21,18
256387327|Influenza____2008_02_26,8,18
258456368|Influenza____2009_06_30,19,18
302138133|Influenza____2009_08_11,19,18
303291503|Influenza____2010_06_16,23,18
303303809|Influenza____2010_06_10,24,18
326260970|Influenza____2011_01_11,24,18
327406363|Influenza____2010_06_01,24,18
327406859|Influenza____2010_06_07,24,18
336390716|Influenza____2007_03_19,5,18
336390735|Influenza____2007_04_30,6,18
336390830|Influenza____2011_01_28,24,18
347543691|Influenza____2007_02_26,5,18
353469099|Influenza____2009_11_30,24,18
353469111|Influenza____2010_06_24,24,18
371537396|Influenza____2007_08_03,5,18
371540434|Influenza____2007_07_25,5,18
371542223|Influenza____2007_06_29,5,18
371542394|Influenza____2007_07_04,8,18
371542626|Influenza____2008_12_10,17,18
377824207|Influenza____2010_04_22,24,18
380709321|Influenza____2011_02_18,24,18
392356352|Influenza____2007_01_01,8,18
401715907|Influenza____2010_06_21,24,18
401716169|Influenza____2010_04_27,24,18
401716179|Influenza____2010_08_31,24,18
157281733|Influenza____2007_03_05,5,18
157282474|Influenza____2007_03_06,7,18
157282797|Influenza____2007_03_02,5,18
157282835|Influenza____2007_03_01,5,18
157282873|Influenza____2007_02_27,5,18
157829229|Influenza____2007_03_09,7,18
158187917|Influenza____2007_01_17,5,18
158187923|Influenza____2007_01_13,7,18
158188121|Influenza____2007_02_28,5,18
158188133|Influenza____2007_02_06,1,18
158188137|Influenza____2007_05_14,8,18
158188139|Influenza____2007_02_04,7,18
158188145|Influenza____2007_05_17,7,18
158453229|Influenza____2007_02_08,7,18
158524995|Influenza____2007_03_01,5,18
158957998|Influenza____2007_02_23,7,18
159149589|Influenza____2007_02_28,5,18
168828094|Influenza____2007_05_03,7,18
168828096|Influenza____2007_10_25,8,18
168828100|Influenza____2007_10_16,8,18
168828106|Influenza____2007_08_08,5,18
168828116|Influenza____2007_08_04,7,18
168828126|Influenza____2007_01_01,7,18
168828134|Influenza____2007_11_14,8,18
168828136|Influenza____2007_11_05,8,18
168828206|Influenza____2007_01_21,8,18
168828222|Influenza____2007_12_23,7,18
168828226|Influenza____2007_12_09,8,18
168828230|Influenza____2007_12_19,8,18
170181772|Influenza____2007_11_21,7,18
188076376|Influenza____2007_06_21,7,18
189231087|Influenza____2007_06_05,7,18
189409756|Influenza____2007_06_27,5,18
194293998|Influenza____2008_02_01,8,18
194304517|Influenza____2007_02_16,5,18
194352256|Influenza____2007_06_21,7,18
196123592|Influenza____2007_03_05,5,18
211593612|Influenza____2007_02_06,7,18
216960158|Influenza____2008_09_09,21,18
218217998|Influenza____2008_02_19,8,18
224021451|Influenza____2007_08_03,7,18
226954651|Influenza____2008_02_21,8,18
229433745|Influenza____2007_06_05,7,18
254564367|Influenza____2009_02_25,21,18
256387327|Influenza____2008_02_26,8,18
258456368|Influenza____2009_06_30,19,18
302138133|Influenza____2009_08_11,19,18
303291503|Influenza____2010_06_16,23,18
303303809|Influenza____2010_06_10,24,18
326260970|Influenza____2011_01_11,24,18
327406363|Influenza____2010_06_01,24,18
327406859|Influenza____2010_06_07,24,18
336390716|Influenza____2007_03_19,5,18
336390735|Influenza____2007_04_30,6,18
336390830|Influenza____2011_01_28,24,18
347543691|Influenza____2007_02_26,5,18
353469099|Influenza____2009_11_30,24,18
353469111|Influenza____2010_06_24,24,18
371537396|Influenza____2007_08_03,5,18
371540434|Influenza____2007_07_25,5,18
371542223|Influenza____2007_06_29,5,18
371542394|Influenza____2007_07_04,8,18
371542626|Influenza____2008_12_10,17,18
377824207|Influenza____2010_04_22,24,18
380709321|Influenza____2011_02_18,24,18
392356352|Influenza____2007_01_01,8,18
401715907|Influenza____2010_06_21,24,18
401716169|Influenza____2010_04_27,24,18
401716179|Influenza____2010_08_31,24,18
156123363|Influenza____2007_01_10,6,17
157281752|Influenza____2007_02_19,6,17
157282170|Influenza____2007_02_28,6,17
157282265|Influenza____2007_01_17,6,17
157282417|Influenza____2007_03_01,6,17
157282759|Influenza____2007_02_26,6,17
157368221|Influenza____2007_03_07,6,17
158187929|Influenza____2007_01_23,6,17
158187933|Influenza____2007_02_03,6,17
158187941|Influenza____2007_01_30,6,17
158188129|Influenza____2007_01_21,6,17
158188131|Influenza____2007_04_11,4,17
158188159|Influenza____2007_03_14,6,17
163964507|Influenza____2007_02_08,6,17
163964754|Influenza____2007_03_14,6,17
166079333|Influenza____2007_03_01,6,17
168480843|Influenza____2007_02_28,6,17
168828076|Influenza____2007_08_03,4,17
168828092|Influenza____2007_10_05,6,17
168828138|Influenza____2007_11_01,6,17
168828238|Influenza____2007_11_14,7,17
188076390|Influenza____2008_01_02,6,17
189230859|Influenza____2007_06_24,6,17
189230916|Influenza____2007_06_21,6,17
189230935|Influenza____2007_06_22,7,17
189230954|Influenza____2007_06_20,6,17
189231030|Influenza____2007_06_12,6,17
189231049|Influenza____2007_06_21,6,17
189231068|Influenza____2007_06_11,6,17
189231106|Influenza____2007_06_18,6,17
193805455|Influenza____2007_06_19,6,17
208343855|Influenza____2007_02_06,0,17
208344007|Influenza____2007_06_23,6,17
208344026|Influenza____2007_06_21,6,17
225907725|Influenza____2007_07_05,6,17
225907763|Influenza____2007_06_24,6,17
225907782|Influenza____2007_06_24,6,17
225907801|Influenza____2007_06_23,6,17
237689168|Influenza____2007_06_20,6,17
237689187|Influenza____2007_06_14,6,17
254564339|Influenza____2009_03_03,20,17
254564357|Influenza____2009_03_28,18,17
254564371|Influenza____2009_02_22,18,17
302371737|Influenza____2009_04_27,20,17
303303771|Influenza____2010_06_07,23,17
307742065|Influenza____2010_06_06,23,17
307742122|Influenza____2010_06_08,23,17
307742217|Influenza____2010_06_07,23,17
307742274|Influenza____2010_06_08,23,17
307742312|Influenza____2010_06_03,23,17
307742407|Influenza____2010_06_08,23,17
307742540|Influenza____2010_06_06,23,17
307742616|Influenza____2010_06_06,23,17
313757822|Influenza____2010_09_10,30,17
319896367|Influenza____2009_05_17,18,17
327388766|Influenza____2010_06_03,23,17
327406046|Influenza____2010_05_28,23,17
327406127|Influenza____2010_05_28,23,17
327406401|Influenza____2010_06_02,23,17
339836868|Influenza____2010_06_07,23,17
341865698|Influenza____2007_04_10,4,17
344217571|Influenza____2010_06_03,23,17
353469107|Influenza____2010_06_24,23,17
371537703|Influenza____2007_06_18,9,17
371537854|Influenza____2007_07_31,8,17
371540358|Influenza____2007_07_11,6,17
371542261|Influenza____2007_07_12,8,17
371542375|Influenza____2007_06_25,7,17
383214982|Influenza____2009_06_25,18,17
383279817|Influenza____2007_11_06,4,17
383279836|Influenza____2011_01_05,30,17
393712125|Influenza____2011_12_30,30,17
401716173|Influenza____2010_06_21,23,17
208343855____2007_01_01,0,17
156123363|Influenza____2007_01_10,6,17
157281752|Influenza____2007_02_19,6,17
157282170|Influenza____2007_02_28,6,17
157282265|Influenza____2007_01_17,6,17
157282417|Influenza____2007_03_01,6,17
157282759|Influenza____2007_02_26,6,17
157368221|Influenza____2007_03_07,6,17
158187929|Influenza____2007_01_23,6,17
158187933|Influenza____2007_02_03,6,17
158187941|Influenza____2007_01_30,6,17
158188129|Influenza____2007_01_21,6,17
158188131|Influenza____2007_04_11,4,17
158188159|Influenza____2007_03_14,6,17
163964507|Influenza____2007_02_08,6,17
163964754|Influenza____2007_03_14,6,17
166079333|Influenza____2007_03_01,6,17
